,Time,Tweets,Tweeter,Likes
293,2021-03-29 19:19:48,"But we equally acknowledge that Nigeria still has more work to do in the gas space. We will not relent until we achieve optimal exploitation and utilization of Nigeria’s vast gas resources. We are a gas nation with a little oil, and we must focus on this gas.",MBuhari,351
294,2021-03-29 19:19:48,"But we equally acknowledge that Nigeria still has more work to do in the gas space. We will not relent until we achieve optimal exploitation and utilization of Nigeria’s vast gas resources. We are a gas nation with a little oil, and we must focus on this gas.",MBuhari,349
295,2021-03-29 19:17:54,"We have also kick-started other policies and projects like the National Gas Expansion Programme, and the Autogas policy. And in the middle of a pandemic, NLNG Ltd is going ahead with its Train 7.",MBuhari,386
296,2021-03-29 19:15:17,"We are developing gas infrastructure (the construction of the 614km Ajaokuta-Kaduna-Kano gas pipeline is one major example), increasing domestic utilization of LPG and CNG, commercializing gas flares, developing industrial gas markets, and increasing gas-to-power.",MBuhari,230
297,2021-03-29 19:11:24,"When we declared 2020 as “The Year of Gas” in Nigeria,it was a bold statement to demonstrate our Administration’s resolve that gas development &amp; utilization should be a national priority. Now we’re going a step further to dedicate this decade to industrializing Nigeria using gas.",MBuhari,295
298,2021-03-29 19:07:27,Today we formally launched “The Decade of Gas” in Nigeria. The rising global demand for cleaner energy sources has offered Nigeria an opportunity to exploit gas resources for the good of the country. We intend to seize this opportunity.,MBuhari,1978
299,2021-03-29 19:07:27,Today we formally launched “The Decade of Gas” in Nigeria. The rising global demand for cleaner energy sources has offered Nigeria an opportunity to exploit gas resources for the good of the country. We intend to seize this opportunity.,MBuhari,1984
300,2021-03-29 15:03:03,"It is a mark of true statesmanship that his birthday should be hosted in Kano and celebrated in this way, with a Colloquium that is a fitting reflection of the service that Asiwaju has given, to Lagos, Nigeria and Africa—and with friends &amp; associates joining in from far and wide.",MBuhari,646
301,2021-03-29 15:00:28,"Happy 69th Birthday to Asiwaju Bola Ahmed Tinubu. I pray for the best of health, happiness, strength and wisdom for one of the great pillars of our party, the All Progressives Congress (APC); and a sincere and passionate advocate for unity and cohesion in Nigeria.",MBuhari,2857
302,2021-03-29 15:00:28,"Happy 69th Birthday to Asiwaju Bola Ahmed Tinubu. I pray for the best of health, happiness, strength and wisdom for one of the great pillars of our party, the All Progressives Congress (APC); and a sincere and passionate advocate for unity and cohesion in Nigeria.",MBuhari,2859
303,2021-03-25 17:41:59,This mutually beneficial partnership between our two countries is a true example of how intra-Africa trade and partnership should work.,MBuhari,867
304,2021-03-25 17:41:59,This mutually beneficial partnership between our two countries is a true example of how intra-Africa trade and partnership should work.,MBuhari,869
305,2021-03-25 17:41:40,"Let me also use this opportunity, on behalf of Nigerians, to thank my brother and friend, His Majesty, the King of Morocco for being with us during this difficult but exciting journey.",MBuhari,1125
306,2021-03-25 17:41:40,"Let me also use this opportunity, on behalf of Nigerians, to thank my brother and friend, His Majesty, the King of Morocco for being with us during this difficult but exciting journey.",MBuhari,1127
307,2021-03-25 16:46:24,"As we have seen from Nigeria’s 5-year fertiliser revolution, if investors are willing to endure the short-term ‘start-up’ pains, they will surely benefit from long-term sustainable and substantial gains.",MBuhari,501
308,2021-03-25 16:46:24,"As we have seen from Nigeria’s 5-year fertiliser revolution, if investors are willing to endure the short-term ‘start-up’ pains, they will surely benefit from long-term sustainable and substantial gains.",MBuhari,503
309,2021-03-25 16:45:54,"I therefore urge our governors, bankers, investors and entrepreneurs to look beyond our cities when it comes to investments.",MBuhari,445
310,2021-03-25 16:45:41,"As we continue to expand our security operations to bring an end to these challenges, it is important to note that peace and prosperity can only be sustained if we collectively and actively support investments that take opportunities to our rural citizens.",MBuhari,402
311,2021-03-25 16:45:25,We must make special effort to ensure that Nigeria’s Rural areas are not neglected. Investments and the creation of employment opportunities must strive to be inclusive.,MBuhari,369
312,2021-03-25 16:45:25,We must make special effort to ensure that Nigeria’s Rural areas are not neglected. Investments and the creation of employment opportunities must strive to be inclusive.,MBuhari,368
313,2021-03-25 16:41:52,One commendable trait worth mentioning is that all of FEPSAN’s investments have been balanced between urban and rural Nigeria. These are the types of investments needed to address the unemployment and security challenges our nation is facing today.,MBuhari,403
314,2021-03-25 16:41:52,One commendable trait worth mentioning is that all of FEPSAN’s investments have been balanced between urban and rural Nigeria. These are the types of investments needed to address the unemployment and security challenges our nation is facing today.,MBuhari,402
315,2021-03-25 16:39:44,"I am pleased with the partnership and support of the Fertilizer Producers and Suppliers Association of Nigeria (FEPSAN), and the progress they have made over the past five years. Today, we are seeing the fruits of their smart, long-term and patriotic investment decisions.",MBuhari,473
316,2021-03-25 16:39:44,"I am pleased with the partnership and support of the Fertilizer Producers and Suppliers Association of Nigeria (FEPSAN), and the progress they have made over the past five years. Today, we are seeing the fruits of their smart, long-term and patriotic investment decisions.",MBuhari,471
317,2021-03-25 16:36:21,"The new Plant when completed will complement the existing Dangote &amp; Indorama Chemicals facilities which produce urea,ammonia &amp; other industrial raw materials. These are in addition to dozens of fertilizer blending plants we‘ve revived under the Presidential Fertilizer Initiative.",MBuhari,613
318,2021-03-25 16:36:21,"The new Plant when completed will complement the existing Dangote &amp; Indorama Chemicals facilities which produce urea,ammonia &amp; other industrial raw materials. These are in addition to dozens of fertilizer blending plants we‘ve revived under the Presidential Fertilizer Initiative.",MBuhari,610
319,2021-03-25 16:33:36,"Nigeria and Morocco have signed an agreement to develop a $1.3 billion Basic Chemicals Platform in Nigeria that will produce Ammonia and various NPK and DAP fertilisers, using Nigeria’s gas reserves. We are well on our way to becoming a regional and global fertiliser power house.",MBuhari,5459
320,2021-03-25 16:33:36,"Nigeria and Morocco have signed an agreement to develop a $1.3 billion Basic Chemicals Platform in Nigeria that will produce Ammonia and various NPK and DAP fertilisers, using Nigeria’s gas reserves. We are well on our way to becoming a regional and global fertiliser power house.",MBuhari,5463
321,2021-03-17 15:00:51,I also congratulated him for winning the 2020 Mo Ibrahim Prize for Achievement in African Leadership. President Issoufou is a worthy African leader who has earned the respect and affection of his people at home and his brethren across the border in Nigeria.,MBuhari,685
322,2021-03-12 20:20:36,"Yet again Nigeria is seeing enhanced visibility and prestige in the international community, on the heels of recent elections of other qualified Nigerians into strategic leadership positions in international organisations. I wish Mr. Pinnick the best in his new position!",MBuhari,536
323,2021-03-12 20:20:36,"Yet again Nigeria is seeing enhanced visibility and prestige in the international community, on the heels of recent elections of other qualified Nigerians into strategic leadership positions in international organisations. I wish Mr. Pinnick the best in his new position!",MBuhari,539
324,2021-03-12 19:46:07,"Through hardwork, dedication and consistency, Mr. Pinnick has proven to be an efficient football administrator, and the world has taken notice by electing him into the FIFA Council and as one of the Vice Presidents of the Confederation of African Football (CAF).",MBuhari,754
325,2021-03-12 19:46:07,"Through hardwork, dedication and consistency, Mr. Pinnick has proven to be an efficient football administrator, and the world has taken notice by electing him into the FIFA Council and as one of the Vice Presidents of the Confederation of African Football (CAF).",MBuhari,756
326,2021-03-12 19:43:52,"I congratulate Mr. Amaju Pinnick, President of the Nigeria Football Federation (NFF), on his election into the FIFA Executive Council, the highest decision-making organ in world football.",MBuhari,3423
327,2021-03-12 19:43:52,"I congratulate Mr. Amaju Pinnick, President of the Nigeria Football Federation (NFF), on his election into the FIFA Executive Council, the highest decision-making organ in world football.",MBuhari,3422
328,2021-03-10 18:33:38,"In the past, Nigeria lost some good opportunities for infrastructure renewal, but we cannot continue to cry over spilt milk. We are now doing our best in concert with other countries. We will continue to transform Nigeria’s infrastructure to bring prosperity to all our people.",MBuhari,446
329,2021-03-10 18:33:38,"In the past, Nigeria lost some good opportunities for infrastructure renewal, but we cannot continue to cry over spilt milk. We are now doing our best in concert with other countries. We will continue to transform Nigeria’s infrastructure to bring prosperity to all our people.",MBuhari,447
330,2021-03-10 18:31:38,"The connection of the railway to a new seaport in Bonny Island and Railway Industrial Park, Port Harcourt is designed to increase the viability and boost transshipment of cargo and freight locally, across the West African sub-region and in the Continental Free Trade Area.",MBuhari,410
331,2021-03-10 18:31:38,"The connection of the railway to a new seaport in Bonny Island and Railway Industrial Park, Port Harcourt is designed to increase the viability and boost transshipment of cargo and freight locally, across the West African sub-region and in the Continental Free Trade Area.",MBuhari,407
332,2021-03-10 18:31:19,"The Port Harcourt—Maiduguri railway will translate to reactivation of economic activities along the Eastern corridor, which has been greatly affected by insurgent activities, and serve as a stimulus for industry and trade.",MBuhari,236
333,2021-03-10 18:31:19,"The Port Harcourt—Maiduguri railway will translate to reactivation of economic activities along the Eastern corridor, which has been greatly affected by insurgent activities, and serve as a stimulus for industry and trade.",MBuhari,237
334,2021-03-10 18:30:14,"The new deep sea port in Bonny Island, Rivers State is designed to be a regional and international transport hub. In line with global trends, the Railway Industrial Park will process exports of raw materials with value addition and also export of locally made goods.",MBuhari,232
335,2021-03-10 18:30:14,"The new deep sea port in Bonny Island, Rivers State is designed to be a regional and international transport hub. In line with global trends, the Railway Industrial Park will process exports of raw materials with value addition and also export of locally made goods.",MBuhari,233
336,2021-03-10 18:28:25,"These project will resuscitate the once vibrant railway transportation in the Eastern railway corridor of the country, Port Harcourt—Maiduguri, and serve as a transportation and supply chain network for domestic needs and export, as well as support imports into the hinterlands.",MBuhari,295
337,2021-03-08 16:54:21,"Because Nigeria shares more than 1,400 kilometres of border with Republic of Niger, we should be concerned about their stability. I am therefore glad that their elections went well. I am happy it was transparent, as attested to by most observers. We are glad for the good news.",MBuhari,2860
338,2021-03-08 16:54:21,"Because Nigeria shares more than 1,400 kilometres of border with Republic of Niger, we should be concerned about their stability. I am therefore glad that their elections went well. I am happy it was transparent, as attested to by most observers. We are glad for the good news.",MBuhari,2852
339,2021-03-08 07:55:18,I wish him many more prosperous years and Almighty God’s continued guidance and blessings.,MBuhari,1137
340,2021-03-08 07:55:18,I wish him many more prosperous years and Almighty God’s continued guidance and blessings.,MBuhari,1135
341,2021-03-08 07:54:17,"Vice President Osinbajo is an incredibly patient politician who demonstrates remarkable intellectual and mental energy in the discharge of his duties. I’m proud to have selected him as my running mate, and he has given a good account of himself since our journey began in 2015.",MBuhari,1279
342,2021-03-08 07:54:17,"Vice President Osinbajo is an incredibly patient politician who demonstrates remarkable intellectual and mental energy in the discharge of his duties. I’m proud to have selected him as my running mate, and he has given a good account of himself since our journey began in 2015.",MBuhari,1282
343,2021-03-05 11:07:39,"As I assured at our last security meeting, I have taken responsibility as C-in-C for them to go out into the fields and every part of the country, to ensure peace and security. I have accepted responsibility for all actions taken in fulfillment of the mandate to secure Nigeria.",MBuhari,2309
344,2021-03-05 11:07:39,"As I assured at our last security meeting, I have taken responsibility as C-in-C for them to go out into the fields and every part of the country, to ensure peace and security. I have accepted responsibility for all actions taken in fulfillment of the mandate to secure Nigeria.",MBuhari,2307
345,2021-03-05 11:04:43,"I have charged the new Service Chiefs to keep in mind that the nation is looking to them for rapid relief. They must identify competent officers irrespective of seniority and paper qualifications, and work with them to secure this country. As C-in-C I am backing them 100 percent.",MBuhari,10745
346,2021-03-05 11:04:43,"I have charged the new Service Chiefs to keep in mind that the nation is looking to them for rapid relief. They must identify competent officers irrespective of seniority and paper qualifications, and work with them to secure this country. As C-in-C I am backing them 100 percent.",MBuhari,10738
347,2021-03-02 07:40:06,We are working hard to bring an end to these grim and heartbreaking incidents of kidnapping. The Military and the Police will continue to go after kidnappers. They need the support of local communities in terms of human intelligence that can help nip criminal plans in the bud.,MBuhari,1109
348,2021-03-02 07:40:06,We are working hard to bring an end to these grim and heartbreaking incidents of kidnapping. The Military and the Police will continue to go after kidnappers. They need the support of local communities in terms of human intelligence that can help nip criminal plans in the bud.,MBuhari,1107
349,2021-03-02 07:30:09,I join the affected families and the people of Zamfara State in welcoming and celebrating the release of the abducted  students of GGSS Jangebe. This news bring overwhelming joy. I am pleased that their ordeal has come to a happy end without any incident.,MBuhari,4017
350,2021-03-02 07:30:09,I join the affected families and the people of Zamfara State in welcoming and celebrating the release of the abducted  students of GGSS Jangebe. This news bring overwhelming joy. I am pleased that their ordeal has come to a happy end without any incident.,MBuhari,4011
351,2021-02-26 19:25:13,State Governments must review their policy of rewarding bandits with money and vehicles. Such a policy has the potential to backfire with disastrous consequences. States and Local Governments must also play their part by being proactive in improving security in &amp; around schools.,MBuhari,5320
352,2021-02-26 19:25:13,State Governments must review their policy of rewarding bandits with money and vehicles. Such a policy has the potential to backfire with disastrous consequences. States and Local Governments must also play their part by being proactive in improving security in &amp; around schools.,MBuhari,5316
353,2021-02-26 19:21:48,Let me say this again: We will not succumb to blackmail by bandits and criminals who target innocent school students in the expectation of huge ransom payments.,MBuhari,1180
354,2021-02-26 19:21:48,Let me say this again: We will not succumb to blackmail by bandits and criminals who target innocent school students in the expectation of huge ransom payments.,MBuhari,1182
355,2021-02-26 19:19:30,"Let bandits, kidnappers and terrorists not entertain any illusions that they are more powerful than the government. They shouldn't mistake our restraint for the humanitarian goals of protecting innocent lives as a weakness or a sign of fear or irresolution.",MBuhari,1223
356,2021-02-26 19:18:05,A hostage crisis is a complex situation that requires maximum patience in order to protect the victims from physical harm or even brutal death at the hands of their captors.,MBuhari,672
357,2021-02-26 19:17:11,"We have the capacity to deploy massive force against the bandits in the villages where they operate, but our limitation is the fear of heavy casualties of innocent villagers and hostages who might be used as human shields by the bandits.",MBuhari,1040
358,2021-02-26 19:16:51,"Our primary objective is to get all the school hostages safe, alive and unharmed.",MBuhari,4113
359,2021-02-26 19:16:51,"Our primary objective is to get all the school hostages safe, alive and unharmed.",MBuhari,4107
360,2021-02-21 16:29:57,"I join the Nigerian Air Force, the military &amp; all Nigerians in mourning the unfortunate loss of our dedicated &amp; courageous personnel, who died in the line of duty. I pray that God will comfort the bereaved families &amp; the nation, and grant the souls of the departed peaceful rest.",MBuhari,1007
361,2021-02-21 16:29:57,"I join the Nigerian Air Force, the military &amp; all Nigerians in mourning the unfortunate loss of our dedicated &amp; courageous personnel, who died in the line of duty. I pray that God will comfort the bereaved families &amp; the nation, and grant the souls of the departed peaceful rest.",MBuhari,1010
362,2021-02-15 17:00:12,"I believe her track record of integrity, diligence and passion for development will continue to yield positive results and rewards to mankind, and that she will validate the global mandate of repositioning and strengthening the WTO for the greater good of all.",MBuhari,902
363,2021-02-14 21:33:34,"I appeal to religious and traditional leaders, as well as Governors and other elected leaders across the country, to join hands with the Federal Government to ensure that communities in their domain are not splintered along ethnic and other primordial lines.",MBuhari,1598
364,2021-02-14 21:32:05,"Our government will protect all religious and ethnic groups in Nigeria, whether majority or minority, in line with our responsibility under the constitution. We will not allow any ethnic or religious groups to stoke up hatred and violence against other groups.",MBuhari,5015
365,2021-02-14 21:32:05,"Our government will protect all religious and ethnic groups in Nigeria, whether majority or minority, in line with our responsibility under the constitution. We will not allow any ethnic or religious groups to stoke up hatred and violence against other groups.",MBuhari,5007
366,2021-02-10 08:41:59,"This year is vital for China-Nigeria relations. The FOCAC has become a model of mutually beneficial cooperation between Nigeria and China, as well as between Africa and China. Nigeria is ready to work with China to make the new session of FOCAC this year a success.",MBuhari,397
367,2021-02-10 08:40:34,I use this opportunity to extend my warmest and most sincere greetings and wishes to you and the Chinese people for a promising and auspicious Lunar New Year.,MBuhari,443
368,2021-02-10 08:40:34,I use this opportunity to extend my warmest and most sincere greetings and wishes to you and the Chinese people for a promising and auspicious Lunar New Year.,MBuhari,442
369,2021-02-10 08:40:24,"As celebrations of the Chinese Year of the Ox by all Chinese across the world commence on February 12, on behalf of the Government and people of the Federal Republic of Nigeria,",MBuhari,251
370,2021-02-10 08:39:33,"In the face of significant challenges faced by international community, Nigeria and China are upholding a common position of preserving multilateralism, not interfering in other countries’ internal affairs and safeguarding the common interest of developing countries.",MBuhari,224
371,2021-02-10 08:39:33,"In the face of significant challenges faced by international community, Nigeria and China are upholding a common position of preserving multilateralism, not interfering in other countries’ internal affairs and safeguarding the common interest of developing countries.",MBuhari,223
372,2021-02-10 08:37:10,"Nigeria is very satisfied with the progress of bilateral relations, and we thank China for its support to us in various ways; in building of rail, road, power, defence, and many other areas.",MBuhari,319
373,2021-02-10 08:37:10,"Nigeria is very satisfied with the progress of bilateral relations, and we thank China for its support to us in various ways; in building of rail, road, power, defence, and many other areas.",MBuhari,320
374,2021-02-10 08:36:39,"It is now 50 years since the establishment of Nigeria-China diplomatic relations, and I am delighted that the bilateral ties have achieved far reaching and fruitful results, on the basis of close coordination and mutual trust, bringing great benefits to our countries and peoples.",MBuhari,2382
375,2021-02-10 08:36:39,"It is now 50 years since the establishment of Nigeria-China diplomatic relations, and I am delighted that the bilateral ties have achieved far reaching and fruitful results, on the basis of close coordination and mutual trust, bringing great benefits to our countries and peoples.",MBuhari,2376
376,2021-02-07 16:53:05,"Congratulations to Amb. Adeoye, who also serves as Nigeria’s Permanent Representative to the AU and UNECA. I urge him to deploy his knowledge and experience in foreign policy and diplomacy, particularly on bilateral and multilateral issues, to bring value to the new position.",MBuhari,602
377,2021-02-07 16:53:05,"Congratulations to Amb. Adeoye, who also serves as Nigeria’s Permanent Representative to the AU and UNECA. I urge him to deploy his knowledge and experience in foreign policy and diplomacy, particularly on bilateral and multilateral issues, to bring value to the new position.",MBuhari,599
378,2021-02-07 16:51:43,"Nigeria is grateful to Heads of State and Government of the African Union for the overwhelming and historic endorsement of Amb. Bankole Adeoye, who was this weekend elected as the AU’s Commissioner for Political Affairs, Peace and Security, with all 55 votes possible.",MBuhari,2677
379,2021-02-07 16:51:43,"Nigeria is grateful to Heads of State and Government of the African Union for the overwhelming and historic endorsement of Amb. Bankole Adeoye, who was this weekend elected as the AU’s Commissioner for Political Affairs, Peace and Security, with all 55 votes possible.",MBuhari,2683
380,2021-02-06 16:34:47,"We look forward to working very closely with the new U.S administration on this and all issues of common interests, especially in such areas as accelerated economic growth, fight against terrorism and deepening progress on development issues.",MBuhari,816
381,2021-02-06 16:34:47,"We look forward to working very closely with the new U.S administration on this and all issues of common interests, especially in such areas as accelerated economic growth, fight against terrorism and deepening progress on development issues.",MBuhari,815
382,2021-02-06 16:34:21,"Today, we see that the United States stands with Nigeria and Africa with the acceptance of our widely respected citizen, Okonjo-Iweala, to lead the WTO.",MBuhari,878
383,2021-02-06 16:34:21,"Today, we see that the United States stands with Nigeria and Africa with the acceptance of our widely respected citizen, Okonjo-Iweala, to lead the WTO.",MBuhari,879
384,2021-02-06 16:32:39,"Nigeria and the entire African continent are happy about this new U.S position, which signifies a shift and an important turnaround in the relations between our continent and the United States under the Biden administration.",MBuhari,658
385,2021-02-06 16:32:39,"Nigeria and the entire African continent are happy about this new U.S position, which signifies a shift and an important turnaround in the relations between our continent and the United States under the Biden administration.",MBuhari,659
386,2021-02-03 15:51:22,"In its initial implementation the ASP will be looking at how we can deliver a limited scope of subjects - Mathematics, English Language, Basic Sciences and Social Studies - to these children. Gradually we will scale it up to ensure the acquisition of relevant technical skills.",MBuhari,1015
387,2021-02-03 15:49:49,We have just commenced work on an Alternate School Programme (ASP) as a special education initiative targeting out-of-school children nationwide. We must and will ensure that no Nigerian child is left behind in terms of appropriate basic education.,MBuhari,4088
388,2021-02-03 15:49:49,We have just commenced work on an Alternate School Programme (ASP) as a special education initiative targeting out-of-school children nationwide. We must and will ensure that no Nigerian child is left behind in terms of appropriate basic education.,MBuhari,4091
389,2021-01-30 18:49:02,"I thank our Party for choosing a bottom-up process of registration. Our party style and structure should no longer be Abuja downwards, but from the ward level upwards. So that people can defend the party and its policies even at every level.",MBuhari,605
390,2021-01-30 18:49:02,"I thank our Party for choosing a bottom-up process of registration. Our party style and structure should no longer be Abuja downwards, but from the ward level upwards. So that people can defend the party and its policies even at every level.",MBuhari,607
391,2021-01-26 14:42:07,"I have also appointed new Service Chiefs, to replace the retired officers:   Major-General Leo Irabor, Chief of Defence Staff  Major-General I. Attahiru, Chief of Army Staff  Rear Admiral A.Z Gambo, Chief of Naval Staff  Air-Vice Marshal I.O Amao, Chief of Air Staff.",MBuhari,5227
392,2021-01-26 14:42:07,"I have also appointed new Service Chiefs, to replace the retired officers:   Major-General Leo Irabor, Chief of Defence Staff  Major-General I. Attahiru, Chief of Army Staff  Rear Admiral A.Z Gambo, Chief of Naval Staff  Air-Vice Marshal I.O Amao, Chief of Air Staff.",MBuhari,5233
393,2021-01-26 14:40:13,"I have accepted the immediate resignation of the Service Chiefs, and their retirement from service. I thank them all for their overwhelming achievements in our efforts at bringing enduring peace to Nigeria, and wish them well in their future endeavours.",MBuhari,14349
394,2021-01-26 14:40:13,"I have accepted the immediate resignation of the Service Chiefs, and their retirement from service. I thank them all for their overwhelming achievements in our efforts at bringing enduring peace to Nigeria, and wish them well in their future endeavours.",MBuhari,14352
395,2021-01-21 19:22:18,"As part of efforts to contain the second wave of Covid-19, we’re setting up new oxygen production plants in 38 locations across Nigeria—to enhance the management of patients in need of oxygen. I have equally approved funding for the rehabilitation of oxygen plants in 5 hospitals.",MBuhari,3177
396,2021-01-21 19:22:18,"As part of efforts to contain the second wave of Covid-19, we’re setting up new oxygen production plants in 38 locations across Nigeria—to enhance the management of patients in need of oxygen. I have equally approved funding for the rehabilitation of oxygen plants in 5 hospitals.",MBuhari,3176
397,2021-01-21 14:50:19,"I congratulate the United States of America on their successful transition. It marks an important inflection point for democracy as a system of government, and for the global community as a whole. We look forward to an era of great positivity between our two nations.",MBuhari,794
398,2021-01-21 14:50:19,"I congratulate the United States of America on their successful transition. It marks an important inflection point for democracy as a system of government, and for the global community as a whole. We look forward to an era of great positivity between our two nations.",MBuhari,791
399,2021-01-21 14:47:00,"We look forward working with President Biden and Vice President Harris. We have great hope and optimism for the strengthening of existing cordial relationships, working together to tackle global terrorism, climate change, poverty, and to improve economic ties and trade.",MBuhari,3462
400,2021-01-21 14:47:00,"We look forward working with President Biden and Vice President Harris. We have great hope and optimism for the strengthening of existing cordial relationships, working together to tackle global terrorism, climate change, poverty, and to improve economic ties and trade.",MBuhari,3470
401,2021-01-15 16:21:41,May the souls of all our departed heroes continue to rest in peace. We will continue to strive to ensure that their sacrifices on our behalf will never be in vain.,MBuhari,698
402,2021-01-15 16:21:41,May the souls of all our departed heroes continue to rest in peace. We will continue to strive to ensure that their sacrifices on our behalf will never be in vain.,MBuhari,699
403,2021-01-15 16:19:18,"I am reiterating my directives to the Service Chiefs regarding greater synergy and cooperation, and also a more sustained focus on intelligence gathering and interpretation. I am confident that we will see significant improvement in our security situation this year.",MBuhari,641
404,2021-01-15 16:16:08,"The welfare and wellbeing of our troops will continue to be a priority. We are investing heavily not only in weapons and equipment for their use, but also in provision of housing, medical care and other areas of welfare. And we will continue to make resources available.",MBuhari,428
405,2021-01-14 21:04:58,"Today I received a briefing on the Presidential Infrastructural Development Fund (PIDF), managed by the Nigeria Sovereign Investment Authority (NSIA). Through the PIDF our administration is investing hundreds of millions of dollars in critical road infrastructure across Nigeria.",MBuhari,6572
406,2021-01-14 21:04:58,"Today I received a briefing on the Presidential Infrastructural Development Fund (PIDF), managed by the Nigeria Sovereign Investment Authority (NSIA). Through the PIDF our administration is investing hundreds of millions of dollars in critical road infrastructure across Nigeria.",MBuhari,6560
407,2021-01-07 19:39:04,"I thank the Governors of Plateau, Lagos and Nasarawa States for enacting disability laws and establishing Disability Rights Commissions; I am calling on Governors of Yobe, Kano &amp; Kogi to implement their laws, while those States that are yet to do so should take necessary action.",MBuhari,1852
408,2021-01-07 19:39:04,"I thank the Governors of Plateau, Lagos and Nasarawa States for enacting disability laws and establishing Disability Rights Commissions; I am calling on Governors of Yobe, Kano &amp; Kogi to implement their laws, while those States that are yet to do so should take necessary action.",MBuhari,1850
409,2021-01-07 19:36:04,"I am happy to have fulfilled my promise  to the community of Persons with Special Needs, by assenting to the Disability Bill. We have also inaugurated a National Commission for Persons with Disabilities, to take the work to the next level, and implement our vision in full.",MBuhari,9577
410,2021-01-07 19:36:04,"I am happy to have fulfilled my promise  to the community of Persons with Special Needs, by assenting to the Disability Bill. We have also inaugurated a National Commission for Persons with Disabilities, to take the work to the next level, and implement our vision in full.",MBuhari,9562
411,2021-01-06 16:07:43,Indeed there cannot be sustainable development without infrastructural development. Nigeria will continue to honour all its obligations in the relationship with the People’s Republic of China.,MBuhari,1061
412,2021-01-06 16:07:43,Indeed there cannot be sustainable development without infrastructural development. Nigeria will continue to honour all its obligations in the relationship with the People’s Republic of China.,MBuhari,1058
413,2021-01-05 20:11:43,"I am pleased to note that we are making progress, with the support of all the key stakeholders, including Ministries, the various Agencies, and the Central Bank of Nigeria. We will continue to scale up our interventions, and ensure we cushion the economic impact of the pandemic.",MBuhari,1547
414,2021-01-05 20:11:43,"I am pleased to note that we are making progress, with the support of all the key stakeholders, including Ministries, the various Agencies, and the Central Bank of Nigeria. We will continue to scale up our interventions, and ensure we cushion the economic impact of the pandemic.",MBuhari,1545
415,2021-01-01 14:36:50,"I commend the sustained mutual understanding, collaboration and high-level engagements between officials of the Executive and Legislative Arms of Government, which have made the accelerated enactment of these Bills possible.",MBuhari,799
416,2021-01-01 14:36:50,"I commend the sustained mutual understanding, collaboration and high-level engagements between officials of the Executive and Legislative Arms of Government, which have made the accelerated enactment of these Bills possible.",MBuhari,800
417,2021-01-01 14:35:28,"I would like to express my appreciation to the National Assembly, again, for their gracious understanding and speedy action on this matter.",MBuhari,784
418,2021-01-01 14:35:18,"To ensure full implementation of the 2020 Capital Budget and optimize its contribution to our economic revival efforts, the National Assembly recently approved our request to allow MDAs to continue to expend released funds for their 2020 capital budgets till 31st March, 2021.",MBuhari,379
419,2021-01-01 14:34:12,"This commendable outcome underscores the importance of our efforts, together with the Legislature, to return to the discipline of a January-to-December fiscal year.",MBuhari,381
420,2021-01-01 14:33:51,"As at Dec 2020, we had released about N1.748 trillion out of a total of the N1.962 trillion voted for the implementation of critical capital projects, representing a performance of about 89.1%.   The overall performance of the 2020 Budget currently stands at an impressive 97.7%.",MBuhari,507
421,2021-01-01 14:33:51,"As at Dec 2020, we had released about N1.748 trillion out of a total of the N1.962 trillion voted for the implementation of critical capital projects, representing a performance of about 89.1%.   The overall performance of the 2020 Budget currently stands at an impressive 97.7%.",MBuhari,507
422,2021-01-01 14:31:52,"Let me share a brief assessment of the 2020 Budget. In spite of the adverse impact of the Coronavirus Pandemic on Nigeria’s economy and the Government’s revenues, we have made appreciable progress in its implementation.",MBuhari,316
423,2021-01-01 14:29:55,"In designing the 2021 Budget, we deliberately chose to pursue an expansionary fiscal policy. We intend to use the Budget to accelerate our economic recovery process, promote social inclusion and strengthen the resilience of the economy.",MBuhari,361
424,2020-12-22 15:30:36,"As the festive season approaches, I urge all Nigerians to remain vigilant and stay safe. Non-essential trips and large social gatherings should be avoided or shelved completely.",MBuhari,1103
425,2020-12-22 15:30:13,"Now is the time for collective efforts to be intensified. I therefore urge all sub-national entities, traditional rulers, religious and leaders of thought to collaborate with the PTF by taking up the responsibility for risk communication and community engagement at all levels.",MBuhari,847
426,2020-12-22 15:28:57,"There is also the need to speedily and strategically access and administer the COVID vaccine in a safe, effective and timely manner. This is an important obligation that we owe Nigerians as we go into year 2021, and it must be carried out through an efficient machinery.",MBuhari,594
427,2020-12-22 15:27:54,Nigeria cannot afford to lose the gains of the last nine months. I have critically evaluated the situation and remain convinced that urgent measures have to be taken to halt the spread of the Coronavirus and the attendant fatalities.,MBuhari,735
428,2020-12-22 15:27:54,Nigeria cannot afford to lose the gains of the last nine months. I have critically evaluated the situation and remain convinced that urgent measures have to be taken to halt the spread of the Coronavirus and the attendant fatalities.,MBuhari,734
429,2020-12-22 15:26:24,"I am extending the mandate of the Presidential Task Force (PTF) on COVID-19 till the end of March 2021,  bearing in mind the new surge in the number of cases, and the bid for vaccines.",MBuhari,8053
430,2020-12-22 15:26:24,"I am extending the mandate of the Presidential Task Force (PTF) on COVID-19 till the end of March 2021,  bearing in mind the new surge in the number of cases, and the bid for vaccines.",MBuhari,8062
