,Time,Tweets,Tweeter,Likes
127,2021-05-15 13:00:27,"For the headaches and muscle cramps; Use some paracetamol, 2tablets every six hours for one or two days would really help;  For the fatigue and tiredness, Find a sugary food, glucose drink or carbohydrate rich diet like rice that can supply sugar and quick energy;",DrOlufunmilayo,922
128,2021-05-15 12:58:25,IF you have a hangover: NEVER take a steambath or a hot shower.  Professional medical opinion is a combination of hot temperature with alcohol in your system can make your heart have an abnormal electrical activity which can lead to sudden death.  This is NOT a joke. Tell others.,DrOlufunmilayo,1244
129,2021-05-15 12:54:04,Someone is just recovering from hangover of yesterday after many bottles and glasses of alcohol.  They will make a mistake of going into the shower to have a hot water bath.  DO NOT DO IT. DO NOT TRY IT. Taking a hot water bath with alcohol in your system can make you drop dead.,DrOlufunmilayo,8662
130,2021-05-15 11:39:11,No one should ever make you feel ashamed of your background. You had no hand in that. Carry it with pride and aim to do better for yourself and your kids.,aproko_doctor,26240
131,2021-05-15 11:22:36,"Yahaya Bello went on Channels TV to say boastfully that *ALL* Nigerians are asking for him to contest as President in 2023.  If you are a Nigerian, If you can see this tweet, And you NEVER asked Bello to contest; Please retweet this.  Let’s send him a quick simple message.",DrOlufunmilayo,4765
132,2021-05-15 07:51:58,"He was even assuring us the Police Commissioner will ensure justice. A criminal murderer sitting like a king, taking questions from the media and assuring the public of justice.  Is there anything impossible in Nigeria?  Think about it. And now just imagine the madness of it all.",DrOlufunmilayo,164
133,2021-05-15 07:49:10,"Immediately after the murder, first thing he did was put up a Facebook post saying he never met the girl.  Then later went off the platform completely  Then miraculous “arrest” by police. And now “self defence” as she attacked him first.  Pls ask yourselves: Does this make sense?",DrOlufunmilayo,667
134,2021-05-15 06:19:15,"In simplest of terms, an ulcer is just a wound on the inside of the stomach. To treat it, you would need to remove what is causing the wound and reduce the acid in the stomach so it can heal.  Now you know it might take a while to heal. Ulcers are curable and treatable.",aproko_doctor,578
135,2021-05-15 06:19:15,"Some uncommon causes are conditions where people secrete a lot of stomach acid. I won't bore you with those details. Some people have large cells of the stomach that are enlarged and because of that, secrete more acid than the mucus lining can handle",aproko_doctor,461
136,2021-05-15 06:19:15,"If the cause is an infection, your doctor will treat that infection with antibiotics and drugs that reduce the acid and protect your stomach.  There will be tests that to confirm that you have an infection, questions and examinations to determine the exact cause of your ulcer",aproko_doctor,1125
137,2021-05-15 06:19:14,"Smoking also, if you already have a H Pylori infection can increase the chances of you getting ulcer, smoking is harmful to the lining of the stomach  Severe stress can also cause ulcer, not traffic stress o. But having burns, severe illness, brain trauma or injury",aproko_doctor,477
138,2021-05-15 06:19:14,"Alcohol also irritates the lining of the stomach and but there is little evidence that it may directly lead to ulcers, same for caffeine and smoking.  However these things are risk factors, things that make it easier for you to get an ulcer, others are genetics also",aproko_doctor,500
139,2021-05-15 06:19:13,"Other causes of ulcers are drugs, some drugs can lead to the breakdown of this protective lining, for example drugs like Ibuprofen, Diclofenac, felvin, etc, abuse of these drugs can lead to what you know as ulcer  Some antibiotics can also lead to this condition also",aproko_doctor,555
140,2021-05-15 06:19:13,"This H Pylori can be gotten from contaminated water, utensils and even from the saliva of infected persons. Careful who you kiss. 💋  Many people get this during childhood, but adults can get it too. It can also live in the body for years before people start to get symptoms",aproko_doctor,611
141,2021-05-15 06:19:12,"Your stomach secretes an acid known as gastric acid with a pH of less than 3.5 enough to burn through your skin, why doesnt this burn your stomach?  This is because your stomach is protected by a sheet of mucus like substance that protects it from being destroyed by this acid",aproko_doctor,778
142,2021-05-15 06:19:12,"When you get infected with H Pylori, it can survive the harsh environment of the stomach by netutralizing the acid around it  It is able to colonise the stomach, sometimes for years, this can lead to inflammation and create a chance for acid to reach the stomach wall",aproko_doctor,540
143,2021-05-15 06:19:11,"Drinking water is good, but if you drink unclean water, you could get stomach ulcers.  Many people think that fasting or not eating enough causes stomach ulcer, but it's either bad water or abusing drugs like Ibuprofen in the class of NSAIDS that caused theirs  Let me explain:",aproko_doctor,12741
144,2021-05-14 20:21:12,"There's so much wickedness and sadness in the world now, try not to add to it.",aproko_doctor,12544
145,2021-05-14 17:50:22,"Who was the silly journalist that asked ""Were you in love with her?"" ""Or why did you remove the condom?""  A lady was raped and k!lled and you're asking silly questions!  Did you follow the case at all?",aproko_doctor,6891
146,2021-05-14 17:44:02,"The low life claimed that Ini hit him with a stabilizer, yet his forehead is clean, no scar, no mark, not even the telltale signs of a bruise.  He's also trying to soil her memory talking about ""She agreed"" what rubbish!!! It's deliberate. We see through the rubbish.",aproko_doctor,9492
147,2021-05-14 17:34:09,It's very obvious that Akpan is lying. His testimony is too over the place and probably trying to protect some highly placed people.  Ini deserves justice! Her memory shall not be in vain. Pursue the case to the letter and expose everyone of them!  #JusticeForHinyUmoren,aproko_doctor,6790
148,2021-05-14 16:18:05,Honest question:  Do you feel safer now than you felt 5 years ago?,aproko_doctor,5594
149,2021-05-14 15:38:45,Who trained these journalists? What kind of questions are they asking?  One even asked if he was in love with the victim. Tu..eh,iyoaye,4
150,2021-05-14 15:38:45,Who trained these journalists? What kind of questions are they asking?  One even asked if he was in love with the victim. Tu..eh,iyoaye,4
151,2021-05-14 14:36:36,Are panels pitch grounds?,iyoaye,0
152,2021-05-14 10:57:51,Emeka wash your socks please. Wear clean socks everyday.  Not washing your socks often can cause fungal infections on your feet. That itchy white thing in between your toes. Fungi love damp wet places.  Air your shoes. Use shoes that don't make your feet sweat a lot.,aproko_doctor,7277
153,2021-05-14 06:50:13,When last did you exercise? Or are you still giving excuses?   Continue o. You are not doing me You are not doing me at all!,aproko_doctor,10357
154,2021-05-13 21:17:09,"My deepest condolences to the Government and people of Plateau State, and to the grieving family, on the passing of this legendary General. May the Almighty God bless the soul of the departed and grant his family the fortitude to bear the loss.",MBuhari,316
155,2021-05-13 21:17:09,"My deepest condolences to the Government and people of Plateau State, and to the grieving family, on the passing of this legendary General. May the Almighty God bless the soul of the departed and grant his family the fortitude to bear the loss.",MBuhari,347
156,2021-05-13 21:15:40,"It is a great loss not only to the Nigerian military, but also to the country, because of his patriotic sacrifices in defence of our unity and territorial integrity. General Dogonyaro’s incalculable contributions will be remembered for years to come.",MBuhari,364
157,2021-05-13 21:15:40,"It is a great loss not only to the Nigerian military, but also to the country, because of his patriotic sacrifices in defence of our unity and territorial integrity. General Dogonyaro’s incalculable contributions will be remembered for years to come.",MBuhari,333
158,2021-05-13 21:14:11,"The death of Lieutenant General Joshua Dogonyaro (Rtd) comes as a great shock to me because as a soldier, I know what it means to lose such an officer and a gentleman who gave his best in the service of the country.",MBuhari,1599
159,2021-05-13 21:14:11,"The death of Lieutenant General Joshua Dogonyaro (Rtd) comes as a great shock to me because as a soldier, I know what it means to lose such an officer and a gentleman who gave his best in the service of the country.",MBuhari,1647
160,2021-05-13 20:22:23,For all of you talking about Henderson and DDG. 😝😝😝😝😝😝  He just spilled a shot from TAA. What a goalkeeper and I'm happy Scholes is watching this.,iyoaye,0
161,2021-05-13 20:22:23,For all of you talking about Henderson and DDG. 😝😝😝😝😝😝  He just spilled a shot from TAA. What a goalkeeper and I'm happy Scholes is watching this.,iyoaye,0
162,2021-05-13 18:09:39,"One tweet started the nonsense happening in the crypto world now. If you see me, hug me and put N1000 in my back pocket! E red!",aproko_doctor,9258
163,2021-05-13 17:26:11,"The government is not the only problem of Nigeria, the people are too.  How can you steal rail lines off a railway? Railway! It's easy to say they're poor, that's why they're stealing it, but it's not entirely true, just a mix of greed, shortsightedness, poverty, wickedness etc.",aproko_doctor,10991
164,2021-05-13 17:06:01,Things can change for good at any time. Life doesn't need you to suffer for a particular set time before good things shift in your direction.,aproko_doctor,6865
165,2021-05-13 13:24:29,"If you don't need to borrow, then do not borrow. Bad debt is wrecking a lot of people.",aproko_doctor,12243
166,2021-05-13 10:41:11,"During the holidays and beyond, I urge all Nigerians to continue to observe all COVID-19 prevention measures, and to celebrate responsibly. #EidMubarak",MBuhari,441
167,2021-05-13 10:41:11,"During the holidays and beyond, I urge all Nigerians to continue to observe all COVID-19 prevention measures, and to celebrate responsibly. #EidMubarak",MBuhari,424
168,2021-05-13 10:36:45,We must resist the temptation to retreat into our communities. I urge our political and religious leaders as well as traditional rulers to encourage our citizens to turn towards one another in love and compassion.,MBuhari,482
169,2021-05-13 10:36:45,We must resist the temptation to retreat into our communities. I urge our political and religious leaders as well as traditional rulers to encourage our citizens to turn towards one another in love and compassion.,MBuhari,470
170,2021-05-13 10:36:32,We should jointly pray against the tragic incidents of kidnapping and banditry and the desperate quest for political power expressed through blackmail against the existence of our country as a united entity.,MBuhari,269
171,2021-05-13 10:36:32,We should jointly pray against the tragic incidents of kidnapping and banditry and the desperate quest for political power expressed through blackmail against the existence of our country as a united entity.,MBuhari,266
172,2021-05-13 10:36:04,"It is important that we remember how we share, through our faiths, common bonds that should serve to unite us and not allow ourselves to succumb to those who seek to divide us, using our two great religions, for their own selfish advantages.",MBuhari,216
173,2021-05-13 10:36:04,"It is important that we remember how we share, through our faiths, common bonds that should serve to unite us and not allow ourselves to succumb to those who seek to divide us, using our two great religions, for their own selfish advantages.",MBuhari,217
174,2021-05-13 10:35:35,"Unity and solidarity among all citizens, Muslims and Christians are imperative especially at a time when our country is faced with multiple challenges which are surmountable only when we come together as one.",MBuhari,250
175,2021-05-13 10:35:35,"Unity and solidarity among all citizens, Muslims and Christians are imperative especially at a time when our country is faced with multiple challenges which are surmountable only when we come together as one.",MBuhari,249
176,2021-05-13 09:09:57,Count your own blessings. The ones on your plate. Don't lose out on happiness because you're focusing on what's going on in another person's life.,aproko_doctor,8732
177,2021-05-13 06:58:17,Happy Eid Mubarak celebrations to all Muslim faithfuls everywhere.  #EidMubarak #Eidulfitr2021,aproko_doctor,4719
178,2021-05-13 00:35:30,My crypto wallet dey bleed! 😭😭,aproko_doctor,7735
179,2021-05-12 19:42:44,One thing you are grateful for,aproko_doctor,8392
180,2021-05-12 18:14:09,"If you're seeing this tweet, drink some water. Help your kidneys abeg.  Not drinking enough water can make your urine so concentrated that it may form kidney stones that may end up causing issues with your kidneys.  At least 3L a day.",aproko_doctor,7844
181,2021-05-12 15:43:57,"You're hardworking, good things will happen to you. Learn to appreciate your journey. You're not a failure.",aproko_doctor,20955
182,2021-05-12 10:50:44,A bag of pure water is now N200. More and more people having to work harder to afford basic things.,aproko_doctor,13490
183,2021-05-12 08:42:32,"If you're in a position to help people around you, please do. Life is becoming increasingly difficult for a lot of people.",aproko_doctor,33844
184,2021-05-12 06:39:10,"Small businesses should train their employees on basic life saving skills, CPR etc.  Workplace emergencies are happening now and it is important that the person close to you knows what to do before you get to the hospital.  Could be the difference between life and death.",aproko_doctor,5628
185,2021-05-11 22:55:55,"When you wear waist trainers.... ""Who dey breet?!""",aproko_doctor,8042
186,2021-05-11 22:40:47,Space yaf crash!,iyoaye,0
187,2021-05-11 18:54:26,"There is no space in United for VDB, Telles, Mata and Tuanzebe.   Matic should not play any game again! He's a deadwood.   Credits to the other lads!",iyoaye,2
188,2021-05-11 18:54:26,"There is no space in United for VDB, Telles, Mata and Tuanzebe.   Matic should not play any game again! He's a deadwood.   Credits to the other lads!",iyoaye,2
189,2021-05-11 16:44:29,"David had to go on a self-imposed exile to do his job. David is an unsung hero. We need more people like him.  Evil loves darkness and silence, expose it and it is less powerful.  #JusticeForHinyUmoren and everyone who were victims of evil people.",aproko_doctor,11735
190,2021-05-11 14:30:31,You're worried that strangers on the internet don't like you.  Is it ment?,aproko_doctor,14398
191,2021-05-11 12:04:58,"Tune in to Wazobia FM and listen, I'll be sharing a few secrets.",aproko_doctor,3417
192,2021-05-11 06:18:15,"If you start something, try to finish it.  Start a book, finish it Start an online course, finish it Start a diet or exercise routine, stay true until there's evidence for you to stop  This habit of leaving things half done up and down will get you nowhere.",aproko_doctor,25229
193,2021-05-10 20:53:55,"""Things fall apart, the center cannot hold""",aproko_doctor,6276
194,2021-05-10 17:30:17,"If you drive in Lagos, you have insulted another driver. Don't even argue",aproko_doctor,13956
195,2021-05-10 09:45:47,"When I got married, I realized that something as small as wanting the AC on full blast when your partner likes room temperature can be a problem.  The trick is finding the middle ground.   Don't say I didn't warn you o.",aproko_doctor,18598
196,2021-05-10 08:37:27,"Clergymen who should know better telling their congregation not to take the COVID is an abuse of the trust of their congregation.  The COVID vaccine has been shown to be safe and will help reduce the spread of the pandemic.  Do your own research, don't swallow everything they say",aproko_doctor,4567
197,2021-05-09 22:01:32,"Emeka goes to the gym because he's motivated. His potbelly must come down.   Next day, Emeka is in pain.  5 months later, Emeka has not exercised again, he says ""no be me k!ll Jesus"" He's drinking slimming tea  Don't be like Emeka, be consistent. That's how you get results.",aproko_doctor,10626
198,2021-05-09 21:37:31,Who's ready for this week's health challenge?,aproko_doctor,4812
199,2021-05-09 17:11:50,How much water have you drunk today?,aproko_doctor,7632
200,2021-05-09 12:59:09,Are you still doing the things you were doing to win your partner's heart or have you seen finish?,aproko_doctor,15468
201,2021-05-09 08:13:12,"Check your blood pressure today: Buy a blood pressure monitor especially for your parents.  High blood pressure has no symptoms, you won't know until it has started to cause damages.  Don't play 2 odds with your health.",aproko_doctor,10326
202,2021-05-08 18:16:01,"It's very okay to say ""I forgive you, but I don't want to have anything to do with you again""  Learnt that from Amanda this afternoon.",aproko_doctor,17030
203,2021-05-08 17:21:50,"I spoke at #TEDxFUTO today, wonderful reception, shared ideas.  Sometimes, we don't know the impact of what we do until we meet the people we're impacting physically.  Glad to see my work hasn't been in vain, young people are taking their health serious.",aproko_doctor,5329
204,2021-05-08 16:18:42,"NGL, I like Tuchel. He's an amazing guy",iyoaye,1
205,2021-05-08 05:49:40,Do you wake at the same time every day?  Try it. This helps set your body's internal clock properly.,aproko_doctor,13453
206,2021-05-07 18:07:43,"When was the last time you had some ""me"" time. Just you, no lover, no children, no responsibility, nothing. Just you. No phones, nothing.  Create time for it. You are important also.",aproko_doctor,13524
207,2021-05-07 15:24:04,"If you have a legitimate business, post it under this tweet. I'll pick a few and share on my fleet.  May our work be blessed.",aproko_doctor,17935
208,2021-05-07 13:24:08,"I ordered asun not onions please. If I want to eat stewed onions, I know where to get it.",aproko_doctor,9319
209,2021-05-07 09:27:14,"Twitter, please give me the tip jar o. Let my helpers not have an excuse",aproko_doctor,5368
210,2021-05-07 08:21:12,"On ecosystems, 2 things  I'm copying from Hubspot  1) Make a platform that is a joy to build on. 2) Be a company that is a joy to work with.  That's it.",iyoaye,7
211,2021-05-07 08:21:12,"On ecosystems, 2 things  I'm copying from Hubspot  1) Make a platform that is a joy to build on. 2) Be a company that is a joy to work with.  That's it.",iyoaye,7
212,2021-05-06 19:17:48,We've gotten one. Thanks guys!,aproko_doctor,318
213,2021-05-06 18:39:20,"If we're being honest, providing alone is not your only duty as a parent  you have to be present in their lives of your kids.   Let's not become absent parents and expect accolades simply because we're ""providing"" for them. It's not enough.",aproko_doctor,10775
214,2021-05-06 17:26:45,"You stand up from the toilet and your legs can't walk properly?  You probably sat on the toilet seat for too long and compressed a major nerve that supplies your legs.  Just do your business and go, stop using your phones there. You may also cause piles by doing that.",aproko_doctor,15481
215,2021-05-06 15:33:58,your*,iyoaye,1
216,2021-05-06 14:17:42,"Both Nigerian citizens and legal residents are expected to obtain the NIN. It will provide access to government services, and will give government useful insights that will enable us utilize scarce resources in a more efficient way.",MBuhari,544
217,2021-05-06 14:17:42,"Both Nigerian citizens and legal residents are expected to obtain the NIN. It will provide access to government services, and will give government useful insights that will enable us utilize scarce resources in a more efficient way.",MBuhari,562
218,2021-05-06 14:17:13,"The National Identification Number (NIN) is the foundational digital ID for the country. It will cover one of the weaknesses in our security structure. We will be able to easily identify all Nigerians, including the crooks in our midst.",MBuhari,609
219,2021-05-06 14:17:13,"The National Identification Number (NIN) is the foundational digital ID for the country. It will cover one of the weaknesses in our security structure. We will be able to easily identify all Nigerians, including the crooks in our midst.",MBuhari,627
220,2021-05-06 14:14:21,I am pleased with the success we are recording in the enrollment of persons into the National Identification Number (NIN) database. 54 million Nigerians have now enrolled; I am told over 12 million of these within the last six months. Our goal is total coverage.,MBuhari,1517
221,2021-05-06 14:14:21,I am pleased with the success we are recording in the enrollment of persons into the National Identification Number (NIN) database. 54 million Nigerians have now enrolled; I am told over 12 million of these within the last six months. Our goal is total coverage.,MBuhari,1528
222,2021-05-06 13:40:56,"My deepest sympathies to the family of Pastor Enoch Adeboye, General Overseer of the Redeemed Christian Church of God (RCCG), on the passing of his son, Pastor Dare Adeboye. I pray that God Almighty will grant the departed rest, and comfort grieving family, friends &amp; associates.",MBuhari,5357
223,2021-05-06 13:40:56,"My deepest sympathies to the family of Pastor Enoch Adeboye, General Overseer of the Redeemed Christian Church of God (RCCG), on the passing of his son, Pastor Dare Adeboye. I pray that God Almighty will grant the departed rest, and comfort grieving family, friends &amp; associates.",MBuhari,5354
224,2021-05-06 13:13:56,"Deep down in your heart, you know that ""investment"" scheme promising you 20% every month is not legit. Deep down you know.",aproko_doctor,15872
225,2021-05-06 09:22:42,"Today, tell a friend sincerely that you're grateful for their friendship. Text, call, whatsapp, try it.",aproko_doctor,17718
226,2021-05-06 02:15:05,Or-vor-kay,iyoaye,0
227,2021-05-05 23:37:05,A part of me does not want to read emails for 2 days 🤔.,iyoaye,5
228,2021-05-05 21:07:44,"I call for steadfastness &amp; security awareness on the part of the law enforcement agencies, and citizens. Let me once again condemn the increasing politicization of security in Nigeria, by opportunistic politicians. All hands must be on deck to achieve enduring peace &amp; security.",MBuhari,729
229,2021-05-05 21:07:44,"I call for steadfastness &amp; security awareness on the part of the law enforcement agencies, and citizens. Let me once again condemn the increasing politicization of security in Nigeria, by opportunistic politicians. All hands must be on deck to achieve enduring peace &amp; security.",MBuhari,735
230,2021-05-05 21:01:58,I again appeal for the release of the students of Greenfield University &amp; all other citizens held in captivity. We will leave no stone unturned in ensuring that Nigerians live in a country where everyone can move where and when they want—without the fear of kidnapping &amp; banditry.,MBuhari,1057
231,2021-05-05 21:01:58,I again appeal for the release of the students of Greenfield University &amp; all other citizens held in captivity. We will leave no stone unturned in ensuring that Nigerians live in a country where everyone can move where and when they want—without the fear of kidnapping &amp; banditry.,MBuhari,1065
232,2021-05-05 20:59:45,"Our deep appreciation to all who contributed one way or the other to this happy outcome, in particular the defence and security agencies, the officials of the Ministry of Environment, and the Government of Kaduna State. We equally thank Nigerians for their prayers.",MBuhari,455
233,2021-05-05 20:59:45,"Our deep appreciation to all who contributed one way or the other to this happy outcome, in particular the defence and security agencies, the officials of the Ministry of Environment, and the Government of Kaduna State. We equally thank Nigerians for their prayers.",MBuhari,453
234,2021-05-05 20:58:20,"I welcome the release of the 27 students of the Federal College of Forestry Mechanization, Afaka, and congratulate their friends, families, and the government and people of Kaduna State. We are happy they have been released.",MBuhari,2890
235,2021-05-05 20:58:20,"I welcome the release of the 27 students of the Federal College of Forestry Mechanization, Afaka, and congratulate their friends, families, and the government and people of Kaduna State. We are happy they have been released.",MBuhari,2884
236,2021-05-05 16:39:36,Foodstuff has become so expensive that I wonder how those who may not be so comfortable continue to afford them  There is a hike in the price every time you go to the market.,aproko_doctor,16738
237,2021-05-05 13:40:25,"If you're seeing this tweet, drink some water abeg. Help your kidneys.",aproko_doctor,20804
238,2021-05-04 22:51:10,It crashed! Thanks to all that joined.,iyoaye,1
239,2021-05-04 15:01:22,Omo this demo 💯💯  These guys are bad mehn!,iyoaye,2
240,2021-05-04 15:01:22,Omo this demo 💯💯  These guys are bad mehn!,iyoaye,2
241,2021-05-03 23:23:39,"Me: I don't like this   Designer: It will grow on you  Me after a few months: This thing is not growing, ki lon shele  🤦‍♂️🤦‍♂️",iyoaye,17
242,2021-05-03 23:23:39,"Me: I don't like this   Designer: It will grow on you  Me after a few months: This thing is not growing, ki lon shele  🤦‍♂️🤦‍♂️",iyoaye,17
243,2021-05-03 22:07:42,Demos are great until something fails.,iyoaye,1
244,2021-05-03 18:59:39,Roller coaster!!,iyoaye,0
245,2021-05-03 18:39:19,Using our APIs to enable consults with your primary care doctor on Alexa or Google Home?   Endless possibilities 😉😉,iyoaye,12
246,2021-05-03 18:39:19,Using our APIs to enable consults with your primary care doctor on Alexa or Google Home?   Endless possibilities 😉😉,iyoaye,12
247,2021-05-01 23:17:08,"When they say ""let me think about it"", there an 80% chance they won't come back.",iyoaye,7
248,2021-04-27 19:42:51,How much was paid for Mr. Werner again?,iyoaye,0
249,2021-04-27 16:06:32,"On our part, Nigeria remains resolute in her commitment to supporting global efforts as enshrined in the Paris Agreement on Climate Change.",MBuhari,494
250,2021-04-27 16:06:32,"On our part, Nigeria remains resolute in her commitment to supporting global efforts as enshrined in the Paris Agreement on Climate Change.",MBuhari,486
251,2021-04-27 16:06:05,The leadership of the United States in these two areas is crucial for the international community.,MBuhari,497
252,2021-04-27 16:06:05,The leadership of the United States in these two areas is crucial for the international community.,MBuhari,505
253,2021-04-27 16:00:40,"I also expressed appreciation to President Biden for his welcome decision to repeal the restrictions on travel and visas for citizens predominantly from Muslim nations and African countries, including Nigeria; as well as re-joining the WHO and Paris Agreement on Climate Change.",MBuhari,429
254,2021-04-27 16:00:40,"I also expressed appreciation to President Biden for his welcome decision to repeal the restrictions on travel and visas for citizens predominantly from Muslim nations and African countries, including Nigeria; as well as re-joining the WHO and Paris Agreement on Climate Change.",MBuhari,430
255,2021-04-27 15:55:09,Nigeria will continue to enhance collaboration in all forms with friends and strategic partners; all of us working together for greater security for all concerned.,MBuhari,491
256,2021-04-27 15:55:09,Nigeria will continue to enhance collaboration in all forms with friends and strategic partners; all of us working together for greater security for all concerned.,MBuhari,492
257,2021-04-27 15:54:06,"I also reiterated that Nigeria and her security forces remain resolutely committed to containing security challenges in our nation and region, and addressing their root causes.  The support of important and strategic partners like the United States of course cannot be overstated.",MBuhari,513
258,2021-04-27 15:54:06,"I also reiterated that Nigeria and her security forces remain resolutely committed to containing security challenges in our nation and region, and addressing their root causes.  The support of important and strategic partners like the United States of course cannot be overstated.",MBuhari,515
259,2021-04-25 21:36:52,Revenue! Revenue!! Revenue!!! Everything else na clout!,iyoaye,14
260,2021-04-24 14:08:08,Addressing this scourge requires a great show of empathy and coming together as a society to squarely confront these elements and the danger they pose to our democracy and peaceful life in the country.   Nigeria will triumph over evil!,MBuhari,502
261,2021-04-24 14:08:08,Addressing this scourge requires a great show of empathy and coming together as a society to squarely confront these elements and the danger they pose to our democracy and peaceful life in the country.   Nigeria will triumph over evil!,MBuhari,507
262,2021-04-24 14:07:06,Let me add that it is unfortunate the tenor of some political and religious leaders that seem to further incite and stoke the pain and anguish of mourning families who are forced to confront these atrocities.,MBuhari,446
263,2021-04-24 14:07:06,Let me add that it is unfortunate the tenor of some political and religious leaders that seem to further incite and stoke the pain and anguish of mourning families who are forced to confront these atrocities.,MBuhari,451
264,2021-04-24 14:05:30,"These recurring kidnappings and killings, in Kaduna State in particular, are barbaric terror attacks. We are determined to continue fighting all forms of banditry, kidnapping and criminality with maximum will and with all the resources available to our country.",MBuhari,336
265,2021-04-24 14:01:51,"The killing of three of the students kidnapped at Greenfield University, Kaduna, is tragic and condemnable. Three young Nigerians cut down by in their prime, by evil people. My thoughts are with their families in this time of grief. May their souls Rest In Peace.",MBuhari,2708
266,2021-04-24 14:01:51,"The killing of three of the students kidnapped at Greenfield University, Kaduna, is tragic and condemnable. Three young Nigerians cut down by in their prime, by evil people. My thoughts are with their families in this time of grief. May their souls Rest In Peace.",MBuhari,2702
267,2021-04-23 21:25:34,"Mess, Diasaster &amp; Fiasco",iyoaye,2
268,2021-04-21 07:50:06,Airtags are simply beacons!,iyoaye,3
269,2021-04-20 18:07:33,"On behalf of the government and people of Nigeria, I am extending deepest condolences to the people of Chad, and their country’s new leadership.",MBuhari,1065
270,2021-04-20 18:07:33,"On behalf of the government and people of Nigeria, I am extending deepest condolences to the people of Chad, and their country’s new leadership.",MBuhari,1061
271,2021-04-20 18:05:42,The death of President Deby will surely create a big vacuum in the efforts to jointly confront the Boko Haram terrorists and the Islamic State West Africa Province. We must now strive to mobilize even greater collaboration to defeat the terrorists.,MBuhari,905
272,2021-04-20 18:05:42,The death of President Deby will surely create a big vacuum in the efforts to jointly confront the Boko Haram terrorists and the Islamic State West Africa Province. We must now strive to mobilize even greater collaboration to defeat the terrorists.,MBuhari,908
273,2021-04-20 18:04:25,"He was a friend of Nigeria who enthusiastically lent his hand to our efforts to defeat the murderous Boko Haram terrorists that have posed grave security challenges not only for Nigeria, but also our African neighbours, particularly Chad, Cameroon and Niger Republic.",MBuhari,780
274,2021-04-20 18:04:25,"He was a friend of Nigeria who enthusiastically lent his hand to our efforts to defeat the murderous Boko Haram terrorists that have posed grave security challenges not only for Nigeria, but also our African neighbours, particularly Chad, Cameroon and Niger Republic.",MBuhari,779
275,2021-04-20 18:03:35,"I'm deeply shocked and devastated by the sudden death of President Idriss Deby on the battlefront, defending the sovereignty of his country. The late President played a very active role in our regional joint collaboration in the military campaign against Boko Haram terrorists.",MBuhari,4393
276,2021-04-20 18:03:35,"I'm deeply shocked and devastated by the sudden death of President Idriss Deby on the battlefront, defending the sovereignty of his country. The late President played a very active role in our regional joint collaboration in the military campaign against Boko Haram terrorists.",MBuhari,4389
277,2021-04-02 09:12:57,"That is the spirit of Easter. The spirit of Faith. The spirit of Belief. The spirit of Hope.   I congratulate our brothers and sisters once again on this occasion, and wish everyone a Happy Easter celebration.",MBuhari,628
278,2021-04-02 09:12:57,"That is the spirit of Easter. The spirit of Faith. The spirit of Belief. The spirit of Hope.   I congratulate our brothers and sisters once again on this occasion, and wish everyone a Happy Easter celebration.",MBuhari,631
279,2021-04-02 09:11:53,We have reached out with palliative care even in the midst of dwindling resources; we have tried our best to provide support to families and businesses affected at this time.,MBuhari,474
280,2021-04-02 09:11:53,We have reached out with palliative care even in the midst of dwindling resources; we have tried our best to provide support to families and businesses affected at this time.,MBuhari,475
281,2021-04-02 09:11:37,"As a Government, we will continue to ensure that the weak, the poor and the underprivileged in our midst are not abandoned.",MBuhari,385
282,2021-04-02 09:11:37,"As a Government, we will continue to ensure that the weak, the poor and the underprivileged in our midst are not abandoned.",MBuhari,384
283,2021-04-02 09:10:55,"We should not allow the antics of a few mischief mongers to fragment the unity and faith that the vast majority of citizens of this country cherish and believe in. As I’ve said before, we are better and stronger as one nation under God.",MBuhari,277
284,2021-04-02 09:10:35,"I am convinced that the new resolve within the security personnel to make sure that insecurity in the country becomes history, will come to pass.",MBuhari,263
285,2021-04-02 09:09:51,"Let me also use this opportunity to commend our law enforcement and military personnel, who continue to confront evil-minded individuals through the darkest of nights, to keep us safe.",MBuhari,223
286,2021-04-02 09:09:51,"Let me also use this opportunity to commend our law enforcement and military personnel, who continue to confront evil-minded individuals through the darkest of nights, to keep us safe.",MBuhari,222
287,2021-04-02 09:09:06,"We are united in our belief that if we do the right things, take the right decisions and act responsibly, the pandemic, like others before it, will no longer be a threat.",MBuhari,239
288,2021-04-02 09:08:29,"I thank all Nigerians who have religiously adhered to various interventions to curb the spread of COVID-19, including regular hand washing; safe distancing, wearing of face masks, and the embrace of vaccination.",MBuhari,215
289,2021-04-02 09:08:01,"I acknowledge and appreciate the sacrifices of our doctors, nurses and other frontline health workers, who have made the difference in saving lives and curtailing the spread of the virus.",MBuhari,221
290,2021-04-02 09:06:51,"The restrictions in place meant that our brethren could not attend traditional Church services as they would have wished. I salute their resilience and understanding. Today, we are able to congregate and worship together, cautiously.",MBuhari,229
291,2021-04-02 09:06:10,"This time last year, in most of our major cities, our celebrations were somewhat subdued, as we battled the effect of the Coronavirus pandemic.",MBuhari,261
292,2021-04-02 09:05:31,"I rejoice with Christians on the occasion of this year’s Easter celebration. It is an opportunity to renew hope and faith, show love and appreciation to one another and not to despair, no matter the challenges of the period.",MBuhari,3051
